Date,Away,Away_Score,Away_3rdQ,Home,Home_Score,Home_3rdQ,Home_Team_Wins
1223,Utah Jazz,85,58,Golden State Warriors,103,73,1
1223,Oklahoma City Thunder,120,92,Los Angeles Lakers,85,61,0
1225,New Orleans Pelicans,88,52,Miami Heat,94,63,1
1225,Chicago Bulls,105,86,Oklahoma City Thunder,96,68,0
1225,Cleveland Cavaliers,83,59,Golden State Warriors,89,64,1
1225,San Antonio Spurs,84,60,Houston Rockets,88,61,1
1225,LA Clippers,94,85,Los Angeles Lakers,84,57,0
1226,Washington Wizards,111,79,Brooklyn Nets,96,77,0
1226,Toronto Raptors,111,76,Milwaukee Bucks,90,79,0
1226,Houston Rockets,108,91,New Orleans Pelicans,110,84,1
1226,Memphis Grizzlies,92,74,Charlotte Hornets,98,74,1
1226,Miami Heat,108,69,Orlando Magic,101,76,0
1226,Boston Celtics,99,76,Detroit Pistons,93,61,0
1226,New York Knicks,98,75,Atlanta Hawks,117,87,1
1226,Indiana Pacers,102,66,Minnesota Timberwolves,88,68,0
1226,Chicago Bulls,111,89,Dallas Mavericks,118,90,1
1226,Denver Nuggets,86,65,San Antonio Spurs,101,76,1
1226,Philadelphia 76ers,111,85,Phoenix Suns,104,75,0
1226,LA Clippers,109,79,Utah Jazz,104,77,0
1226,Cleveland Cavaliers,76,59,Portland Trail Blazers,105,90,1
1227,Los Angeles Lakers,96,74,Memphis Grizzlies,112,92,1
1227,New York Knicks,91,65,Boston Celtics,100,77,1
1227,Denver Nuggets,112,90,Oklahoma City Thunder,122,91,1
1227,Portland Trail Blazers,98,80,Sacramento Kings,94,80,0
1228,New Orleans Pelicans,89,64,Orlando Magic,104,75,1
1228,Atlanta Hawks,87,68,Indiana Pacers,93,74,1
1228,Los Angeles Lakers,98,81,Charlotte Hornets,108,85,1
1228,LA Clippers,108,86,Washington Wizards,91,71,0
1228,Brooklyn Nets,111,78,Miami Heat,105,77,0
1228,Toronto Raptors,97,73,Chicago Bulls,104,78,1
1228,Minnesota Timberwolves,95,72,San Antonio Spurs,101,76,1
1228,Milwaukee Bucks,93,72,Dallas Mavericks,103,79,1
1228,Philadelphia 76ers,91,78,Utah Jazz,95,78,1
1228,Cleveland Cavaliers,101,81,Phoenix Suns,97,73,0
1228,Sacramento Kings,103,75,Golden State Warriors,122,90,1
1229,Detroit Pistons,96,72,New York Knicks,108,79,1
1229,Miami Heat,90,62,Memphis Grizzlies,99,69,1
1229,Milwaukee Bucks,123,88,Oklahoma City Thunder,131,92,1
1229,Atlanta Hawks,121,85,Houston Rockets,115,92,0
1229,Cleveland Cavaliers,93,72,Denver Nuggets,87,62,0
1230,Brooklyn Nets,93,73,Orlando Magic,100,68,1
1230,LA Clippers,122,92,Charlotte Hornets,117,86,0
1230,Los Angeles Lakers,112,89,Boston Celtics,104,78,0
1230,Washington Wizards,91,65,Toronto Raptors,94,77,1
1230,Indiana Pacers,100,62,Chicago Bulls,102,66,1
1230,Utah Jazz,80,52,Minnesota Timberwolves,94,62,1
1230,Golden State Warriors,91,68,Dallas Mavericks,114,87,1
1230,Phoenix Suns,79,56,San Antonio Spurs,112,84,1
1230,Denver Nuggets,103,71,Portland Trail Blazers,110,84,1
1230,Philadelphia 76ers,110,85,Sacramento Kings,105,81,0
1231,Milwaukee Bucks,120,89,Indiana Pacers,116,77,0
1231,Minnesota Timberwolves,90,70,Detroit Pistons,115,78,1
1231,Golden State Warriors,114,90,Houston Rockets,110,82,0
1231,Phoenix Suns,106,80,Oklahoma City Thunder,110,87,1
1231,LA Clippers,95,71,New Orleans Pelicans,89,63,0
1231,Portland Trail Blazers,96,71,Utah Jazz,109,86,1
101,Orlando Magic,91,72,Washington Wizards,103,72,1
101,Dallas Mavericks,82,61,Miami Heat,106,80,1
101,Charlotte Hornets,94,82,Toronto Raptors,104,74,1
101,New York Knicks,81,73,Chicago Bulls,108,77,1
101,Philadelphia 76ers,84,60,Los Angeles Lakers,93,62,1
102,Brooklyn Nets,100,81,Boston Celtics,97,71,0
102,Phoenix Suns,119,87,Sacramento Kings,142,103,1
102,Detroit Pistons,82,59,Indiana Pacers,94,64,1
102,Oklahoma City Thunder,109,87,Charlotte Hornets,90,76,0
102,Orlando Magic,79,53,Cleveland Cavaliers,104,81,1
102,Milwaukee Bucks,95,72,Minnesota Timberwolves,85,70,0
102,New Orleans Pelicans,105,74,Dallas Mavericks,98,66,0
102,Houston Rockets,103,72,San Antonio Spurs,121,96,1
102,Memphis Grizzlies,87,69,Utah Jazz,92,66,1
102,Denver Nuggets,108,77,Golden State Warriors,111,90,1
102,Philadelphia 76ers,99,74,LA Clippers,130,103,1
103,Atlanta Hawks,97,76,New York Knicks,111,86,1
103,Chicago Bulls,115,81,Toronto Raptors,113,87,0
103,Miami Heat,97,73,Washington Wizards,75,51,0
103,Portland Trail Blazers,112,80,Denver Nuggets,106,80,0
103,Phoenix Suns,77,51,Los Angeles Lakers,97,81,1
104,Minnesota Timberwolves,99,79,Philadelphia 76ers,109,80,1
104,Toronto Raptors,100,78,Cleveland Cavaliers,122,90,1
104,Indiana Pacers,100,74,Miami Heat,103,66,1
104,Orlando Magic,89,74,Detroit Pistons,115,88,1
104,Boston Celtics,103,79,Brooklyn Nets,94,68,0
104,San Antonio Spurs,123,90,Milwaukee Bucks,98,75,0
104,Sacramento Kings,116,90,Oklahoma City Thunder,104,82,0
104,Houston Rockets,93,69,Utah Jazz,91,77,0
104,Memphis Grizzlies,91,70,Portland Trail Blazers,78,52,0
104,Charlotte Hornets,101,77,Golden State Warriors,111,95,1
105,New York Knicks,107,84,Atlanta Hawks,101,71,0
105,Milwaukee Bucks,106,89,Chicago Bulls,117,94,1
105,Sacramento Kings,116,70,Dallas Mavericks,117,78,1
105,Golden State Warriors,109,92,Los Angeles Lakers,88,60,0
106,Indiana Pacers,95,66,Orlando Magic,86,59,0
106,New York Knicks,98,71,Miami Heat,90,59,0
106,Cleveland Cavaliers,121,95,Washington Wizards,115,89,0
106,Toronto Raptors,91,70,Brooklyn Nets,74,56,0
106,Detroit Pistons,99,66,Boston Celtics,94,75,0
106,Dallas Mavericks,100,71,New Orleans Pelicans,91,68,0
106,Denver Nuggets,78,66,Minnesota Timberwolves,74,65,0
106,Utah Jazz,98,74,San Antonio Spurs,123,95,1
106,Charlotte Hornets,102,85,Phoenix Suns,111,86,1
106,Memphis Grizzlies,94,65,Oklahoma City Thunder,112,83,1
106,LA Clippers,109,85,Portland Trail Blazers,98,70,0
107,Atlanta Hawks,126,97,Philadelphia 76ers,98,76,0
107,Boston Celtics,92,63,Chicago Bulls,101,74,1
107,Utah Jazz,94,66,Houston Rockets,103,72,1
107,Los Angeles Lakers,115,86,Sacramento Kings,118,102,1
108,Toronto Raptors,97,73,Washington Wizards,88,61,0
108,Orlando Magic,83,60,Brooklyn Nets,77,62,0
108,Indiana Pacers,91,68,New Orleans Pelicans,86,70,0
108,Cleveland Cavaliers,125,95,Minnesota Timberwolves,99,76,0
108,Dallas Mavericks,95,75,Milwaukee Bucks,96,79,1
108,Denver Nuggets,84,66,Memphis Grizzlies,91,67,1
108,New York Knicks,99,74,San Antonio Spurs,100,79,1
108,Miami Heat,103,77,Phoenix Suns,95,73,0
108,Golden State Warriors,128,106,Portland Trail Blazers,108,87,0
108,Oklahoma City Thunder,117,90,Los Angeles Lakers,113,85,0
109,Charlotte Hornets,83,64,LA Clippers,97,70,1
109,Chicago Bulls,105,83,Atlanta Hawks,120,89,1
109,Washington Wizards,105,85,Orlando Magic,99,70,0
109,Brooklyn Nets,89,66,Detroit Pistons,103,72,1
109,Toronto Raptors,108,75,Philadelphia 76ers,95,69,0
109,Miami Heat,83,68,Utah Jazz,98,72,1
109,Golden State Warriors,128,96,Sacramento Kings,116,84,0
110,Dallas Mavericks,93,68,Minnesota Timberwolves,87,55,0
110,New Orleans Pelicans,111,76,LA Clippers,114,84,1
110,Cleveland Cavaliers,95,75,Philadelphia 76ers,85,69,0
110,Boston Celtics,98,76,Memphis Grizzlies,101,68,1
110,Indiana Pacers,103,77,Houston Rockets,107,64,1
110,Milwaukee Bucks,88,60,New York Knicks,100,82,1
110,Charlotte Hornets,92,77,Denver Nuggets,95,81,1
110,Oklahoma City Thunder,110,85,Portland Trail Blazers,115,80,1
110,Utah Jazz,86,61,Los Angeles Lakers,74,50,0
111,San Antonio Spurs,106,77,Brooklyn Nets,79,56,0
111,Washington Wizards,114,83,Chicago Bulls,100,74,0
111,Miami Heat,103,77,Golden State Warriors,111,80,1
112,Phoenix Suns,97,76,Indiana Pacers,116,80,1
112,Boston Celtics,114,81,New York Knicks,120,85,1
112,San Antonio Spurs,109,81,Detroit Pistons,99,66,0
112,Houston Rockets,107,72,Memphis Grizzlies,91,69,0
112,Chicago Bulls,101,77,Milwaukee Bucks,106,74,1
112,Oklahoma City Thunder,101,80,Minnesota Timberwolves,96,66,0
112,Cleveland Cavaliers,110,67,Dallas Mavericks,107,72,0
112,New Orleans Pelicans,91,71,Los Angeles Lakers,95,67,1
113,Atlanta Hawks,84,58,Charlotte Hornets,107,80,1
113,Milwaukee Bucks,101,74,Washington Wizards,106,71,1
113,New York Knicks,104,75,Brooklyn Nets,110,74,1
113,Indiana Pacers,94,76,Boston Celtics,103,78,1
113,Dallas Mavericks,89,64,Oklahoma City Thunder,108,83,1
113,Minnesota Timberwolves,104,77,Houston Rockets,107,81,1
113,Golden State Warriors,110,73,Denver Nuggets,112,83,1
113,New Orleans Pelicans,109,90,Sacramento Kings,97,65,0
113,Utah Jazz,85,62,Portland Trail Blazers,99,77,1
113,Miami Heat,90,69,LA Clippers,104,79,1
114,Chicago Bulls,115,77,Philadelphia 76ers,111,79,0
114,Detroit Pistons,101,71,Memphis Grizzlies,103,79,1
114,Cleveland Cavaliers,95,73,San Antonio Spurs,99,72,1
114,Sacramento Kings,103,82,Utah Jazz,101,71,0
114,Los Angeles Lakers,98,72,Golden State Warriors,116,86,1
115,Washington Wizards,118,88,Indiana Pacers,104,72,0
115,Minnesota Timberwolves,93,65,Oklahoma City Thunder,113,82,1
115,Phoenix Suns,103,78,Boston Celtics,117,96,1
115,Portland Trail Blazers,116,83,Brooklyn Nets,104,79,0
115,Dallas Mavericks,83,59,Chicago Bulls,77,61,0
115,Atlanta Hawks,101,76,Milwaukee Bucks,108,73,1
115,Charlotte Hornets,107,81,New Orleans Pelicans,109,84,1
115,Miami Heat,98,76,Denver Nuggets,95,78,0
115,Cleveland Cavaliers,91,68,Houston Rockets,77,51,0
116,Boston Celtics,119,83,Washington Wizards,117,86,0
116,Milwaukee Bucks,105,84,Charlotte Hornets,92,73,0
116,Brooklyn Nets,86,68,Atlanta Hawks,114,84,1
116,Portland Trail Blazers,89,62,Philadelphia 76ers,114,90,1
116,Golden State Warriors,95,74,Detroit Pistons,113,85,1
116,New York Knicks,95,73,Memphis Grizzlies,103,73,1
116,Los Angeles Lakers,82,59,Utah Jazz,109,89,1
116,Sacramento Kings,110,82,LA Clippers,103,79,0
117,Phoenix Suns,87,69,Minnesota Timberwolves,117,83,1
117,Dallas Mavericks,83,56,San Antonio Spurs,112,78,1
117,Miami Heat,74,58,Oklahoma City Thunder,99,75,1
117,Indiana Pacers,126,91,Denver Nuggets,129,84,1
117,Houston Rockets,112,94,Los Angeles Lakers,95,75,0
118,Philadelphia 76ers,113,63,New York Knicks,119,76,1
118,Utah Jazz,119,64,Charlotte Hornets,124,73,1
118,Portland Trail Blazers,108,94,Washington Wizards,98,76,0
118,New Orleans Pelicans,99,76,Memphis Grizzlies,101,72,1
118,Chicago Bulls,111,83,Detroit Pistons,101,79,0
118,Orlando Magic,81,59,Atlanta Hawks,98,72,1
118,Brooklyn Nets,100,84,Toronto Raptors,112,81,1
118,Golden State Warriors,132,104,Cleveland Cavaliers,98,67,0
118,Boston Celtics,113,72,Dallas Mavericks,118,70,1
118,Houston Rockets,132,80,LA Clippers,140,94,1
119,Milwaukee Bucks,91,75,Miami Heat,79,57,0
119,Minnesota Timberwolves,99,75,New Orleans Pelicans,114,82,1
119,Indiana Pacers,97,71,Phoenix Suns,94,61,0
119,Oklahoma City Thunder,110,84,Denver Nuggets,104,79,0
120,Philadelphia 76ers,96,81,Orlando Magic,87,71,0
120,Miami Heat,87,64,Washington Wizards,106,81,1
120,Boston Celtics,109,90,Toronto Raptors,115,96,1
120,Cleveland Cavaliers,91,73,Brooklyn Nets,78,55,0
120,Utah Jazz,111,76,New York Knicks,118,68,1
120,Detroit Pistons,123,85,Houston Rockets,114,79,0
120,Golden State Warriors,125,87,Chicago Bulls,94,63,0
120,Charlotte Hornets,95,70,Oklahoma City Thunder,109,88,1
120,Minnesota Timberwolves,94,67,Dallas Mavericks,106,64,1
120,Sacramento Kings,112,86,Los Angeles Lakers,93,77,0
120,Atlanta Hawks,104,74,Portland Trail Blazers,98,72,0
121,Detroit Pistons,99,77,New Orleans Pelicans,115,90,1
121,LA Clippers,102,72,Cleveland Cavaliers,115,88,1
121,Memphis Grizzlies,102,79,Denver Nuggets,101,77,0
121,Atlanta Hawks,88,63,Sacramento Kings,91,72,1
121,San Antonio Spurs,117,79,Phoenix Suns,89,69,0
122,Charlotte Hornets,120,79,Orlando Magic,116,94,0
122,Utah Jazz,108,85,Brooklyn Nets,86,57,0
122,Chicago Bulls,101,82,Boston Celtics,110,90,1
122,LA Clippers,116,86,New York Knicks,88,64,0
122,Milwaukee Bucks,98,66,Houston Rockets,102,79,1
122,Miami Heat,81,67,Toronto Raptors,101,80,1
122,Oklahoma City Thunder,109,85,Dallas Mavericks,106,74,0
122,Indiana Pacers,110,75,Golden State Warriors,122,88,1
122,San Antonio Spurs,108,87,Los Angeles Lakers,95,71,0
123,New York Knicks,84,56,Charlotte Hornets,97,77,1
123,Milwaukee Bucks,99,74,New Orleans Pelicans,116,84,1
123,Memphis Grizzlies,101,74,Minnesota Timberwolves,106,84,1
123,Chicago Bulls,96,72,Cleveland Cavaliers,83,58,0
123,Atlanta Hawks,95,64,Phoenix Suns,98,74,1
123,Detroit Pistons,101,74,Denver Nuggets,104,84,1
123,Indiana Pacers,97,70,Sacramento Kings,108,81,1
123,Los Angeles Lakers,103,76,Portland Trail Blazers,121,101,1
124,Boston Celtics,112,94,Philadelphia 76ers,92,69,0
124,Dallas Mavericks,104,85,Houston Rockets,115,84,1
124,0,106,77,Brooklyn Nets,116,85,1
124,0,94,71,Toronto Raptors,112,83,1
125,Minnesota Timberwolves,107,73,Cleveland Cavaliers,114,83,1
125,Boston Celtics,116,84,Washington Wizards,91,70,0
125,Orlando Magic,102,81,Memphis Grizzlies,108,80,1
125,Miami Heat,89,61,Chicago Bulls,84,68,0
125,Houston Rockets,112,93,New Orleans Pelicans,111,92,0
125,Detroit Pistons,95,69,Utah Jazz,92,59,0
125,Atlanta Hawks,119,90,Denver Nuggets,105,76,0
125,Charlotte Hornets,129,88,Sacramento Kings,128,84,0
125,San Antonio Spurs,90,66,Golden State Warriors,120,95,1
126,LA Clippers,91,74,Indiana Pacers,89,72,0
126,Phoenix Suns,103,71,Philadelphia 76ers,113,84,1
126,Washington Wizards,89,70,Toronto Raptors,106,77,1
126,Miami Heat,102,77,Brooklyn Nets,98,73,0
126,Oklahoma City Thunder,128,88,New York Knicks,122,91,0
126,Orlando Magic,100,78,Milwaukee Bucks,107,82,1
126,Sacramento Kings,97,74,Portland Trail Blazers,112,88,1
126,Dallas Mavericks,92,77,Los Angeles Lakers,90,78,0
127,Phoenix Suns,93,71,Cleveland Cavaliers,115,87,1
127,Denver Nuggets,103,71,Boston Celtics,111,86,1
127,Philadelphia 76ers,97,79,Detroit Pistons,110,74,1
127,Houston Rockets,99,73,San Antonio Spurs,130,102,1
127,LA Clippers,85,64,Atlanta Hawks,83,66,0
127,Oklahoma City Thunder,126,91,Minnesota Timberwolves,123,94,0
127,Charlotte Hornets,73,51,Utah Jazz,102,70,1
127,Dallas Mavericks,107,77,Golden State Warriors,127,95,1
128,Denver Nuggets,117,91,Washington Wizards,113,79,0
128,Atlanta Hawks,92,75,Indiana Pacers,111,82,1
128,Milwaukee Bucks,83,62,Memphis Grizzlies,103,76,1
128,New York Knicks,93,63,Toronto Raptors,103,73,1
128,Sacramento Kings,105,79,New Orleans Pelicans,114,92,1
128,Chicago Bulls,114,90,Los Angeles Lakers,91,71,0
129,Phoenix Suns,84,61,New York Knicks,102,85,1
129,Cleveland Cavaliers,114,96,Detroit Pistons,106,78,0
129,Orlando Magic,94,77,Boston Celtics,113,86,1
129,Miami Heat,107,81,Milwaukee Bucks,103,83,0
129,Houston Rockets,108,83,Oklahoma City Thunder,116,89,1
129,Brooklyn Nets,79,55,Dallas Mavericks,91,71,1
129,Minnesota Timberwolves,90,69,Utah Jazz,103,82,1
129,Charlotte Hornets,91,69,Portland Trail Blazers,109,83,1
129,Los Angeles Lakers,93,71,LA Clippers,105,78,1
130,Golden State Warriors,108,91,Philadelphia 76ers,105,72,0
130,Detroit Pistons,107,72,Toronto Raptors,111,81,1
130,Denver Nuggets,105,83,Indiana Pacers,109,80,1
130,Brooklyn Nets,103,66,New Orleans Pelicans,105,71,1
130,Washington Wizards,123,90,Houston Rockets,122,88,0
130,Sacramento Kings,117,77,Memphis Grizzlies,121,92,1
130,San Antonio Spurs,103,76,Cleveland Cavaliers,117,92,1
131,Chicago Bulls,93,73,LA Clippers,120,84,1
131,Boston Celtics,114,81,Orlando Magic,119,81,1
131,Atlanta Hawks,87,62,Miami Heat,105,75,1
131,Phoenix Suns,78,69,Dallas Mavericks,91,68,1
131,Golden State Warriors,116,82,New York Knicks,95,65,0
131,Minnesota Timberwolves,93,65,Portland Trail Blazers,96,63,1
131,Charlotte Hornets,101,83,Los Angeles Lakers,82,60,0
201,Cleveland Cavaliers,111,75,Indiana Pacers,106,79,0
201,Detroit Pistons,105,78,Brooklyn Nets,100,75,0
201,Dallas Mavericks,97,73,Atlanta Hawks,112,86,1
201,Memphis Grizzlies,110,77,New Orleans Pelicans,95,75,0
201,Washington Wizards,98,76,Oklahoma City Thunder,114,92,1
201,Orlando Magic,92,70,San Antonio Spurs,107,75,1
201,Chicago Bulls,96,68,Utah Jazz,105,67,1
201,Toronto Raptors,93,65,Denver Nuggets,112,80,1
201,Milwaukee Bucks,104,74,Sacramento Kings,111,74,1
202,Boston Celtics,97,70,New York Knicks,89,65,0
202,Miami Heat,102,80,Houston Rockets,115,87,1
202,Toronto Raptors,104,78,Phoenix Suns,97,71,0
202,Milwaukee Bucks,95,73,Portland Trail Blazers,107,79,1
202,Minnesota Timberwolves,115,81,Los Angeles Lakers,119,92,1
203,Cleveland Cavaliers,97,75,Charlotte Hornets,106,82,1
203,Atlanta Hawks,124,88,Philadelphia 76ers,86,62,0
203,Indiana Pacers,114,87,Brooklyn Nets,100,77,0
203,Detroit Pistons,95,60,Boston Celtics,102,78,1
203,Orlando Magic,114,94,Oklahoma City Thunder,117,96,1
203,Golden State Warriors,134,103,Washington Wizards,121,92,0
203,Miami Heat,93,74,Dallas Mavericks,90,65,0
203,New Orleans Pelicans,97,79,San Antonio Spurs,110,83,1
203,Denver Nuggets,81,63,Utah Jazz,85,61,1
203,Chicago Bulls,107,80,Sacramento Kings,102,75,0
203,Minnesota Timberwolves,108,76,LA Clippers,102,74,0
204,New York Knicks,105,71,Detroit Pistons,111,78,1
204,Los Angeles Lakers,99,79,New Orleans Pelicans,96,69,0
204,Toronto Raptors,110,82,Portland Trail Blazers,103,75,0
204,Houston Rockets,111,88,Phoenix Suns,105,80,0
205,Miami Heat,98,67,Charlotte Hornets,95,73,0
205,Indiana Pacers,96,72,Atlanta Hawks,102,73,1
205,Philadelphia 76ers,94,72,Washington Wizards,106,82,1
205,LA Clippers,107,77,Orlando Magic,93,73,0
205,Boston Celtics,104,65,Cleveland Cavaliers,103,73,0
205,Memphis Grizzlies,91,69,New York Knicks,85,62,0
205,Sacramento Kings,119,85,Brooklyn Nets,128,103,1
205,Milwaukee Bucks,81,60,Utah Jazz,84,61,1
205,Chicago Bulls,110,89,Denver Nuggets,115,73,1
205,San Antonio Spurs,116,88,Dallas Mavericks,90,60,0
206,Portland Trail Blazers,96,74,Houston Rockets,79,53,0
206,Washington Wizards,104,75,Charlotte Hornets,108,78,1
206,Detroit Pistons,104,81,Indiana Pacers,112,87,1
206,New Orleans Pelicans,84,70,Cleveland Cavaliers,99,74,1
206,Brooklyn Nets,98,64,Philadelphia 76ers,103,69,1
206,Dallas Mavericks,114,79,Memphis Grizzlies,110,80,0
206,Chicago Bulls,105,84,Minnesota Timberwolves,112,84,1
206,Los Angeles Lakers,102,81,San Antonio Spurs,106,79,1
206,Utah Jazz,98,71,Phoenix Suns,89,58,0
206,Oklahoma City Thunder,108,83,Golden State Warriors,116,91,1
207,Sacramento Kings,119,87,Boston Celtics,128,95,1
207,Denver Nuggets,101,77,New York Knicks,96,79,0
207,Atlanta Hawks,94,60,Orlando Magic,96,71,1
207,LA Clippers,100,73,Miami Heat,93,65,0
208,Chicago Bulls,91,65,Charlotte Hornets,108,87,1
208,Sacramento Kings,100,70,Cleveland Cavaliers,120,91,1
208,LA Clippers,98,65,Philadelphia 76ers,92,73,0
208,Los Angeles Lakers,87,59,Indiana Pacers,89,64,1
208,Denver Nuggets,104,78,Brooklyn Nets,105,81,1
208,Toronto Raptors,103,70,Detroit Pistons,89,65,0
208,New Orleans Pelicans,116,95,Minnesota Timberwolves,102,70,0
208,Orlando Magic,117,72,Atlanta Hawks,110,83,0
208,Portland Trail Blazers,112,78,Memphis Grizzlies,106,78,0
208,Oklahoma City Thunder,122,89,Phoenix Suns,106,85,0
209,San Antonio Spurs,119,85,Miami Heat,101,75,0
209,Washington Wizards,111,83,New York Knicks,108,83,0
209,Boston Celtics,111,74,Milwaukee Bucks,112,93,1
209,Utah Jazz,121,78,Dallas Mavericks,119,87,0
209,Houston Rockets,110,93,Golden State Warriors,123,93,1
210,San Antonio Spurs,98,67,Orlando Magic,96,79,0
210,Sacramento Kings,114,75,Philadelphia 76ers,110,87,0
210,Charlotte Hornets,117,89,Indiana Pacers,95,70,0
210,Denver Nuggets,103,75,Detroit Pistons,92,71,0
210,Memphis Grizzlies,109,89,Brooklyn Nets,90,63,0
210,LA Clippers,134,91,Boston Celtics,139,98,1
210,Los Angeles Lakers,111,74,Cleveland Cavaliers,120,93,1
210,Utah Jazz,96,77,New Orleans Pelicans,100,71,1
210,Atlanta Hawks,113,91,Chicago Bulls,90,73,0
210,Toronto Raptors,112,89,Minnesota Timberwolves,117,88,1
210,Golden State Warriors,112,91,Phoenix Suns,104,75,0
210,Houston Rockets,103,81,Portland Trail Blazers,116,92,1
211,New Orleans Pelicans,95,74,Oklahoma City Thunder,121,95,1
211,Washington Wizards,92,70,Milwaukee Bucks,99,69,1
218,Chicago Bulls,95,64,Cleveland Cavaliers,106,78,1
218,San Antonio Spurs,86,63,LA Clippers,105,72,1
218,Utah Jazz,89,68,Washington Wizards,103,76,1
219,Detroit Pistons,86,61,Washington Wizards,98,83,1
219,Dallas Mavericks,104,81,Orlando Magic,110,72,1
219,New York Knicks,98,76,Brooklyn Nets,109,84,1
219,Philadelphia 76ers,114,90,New Orleans Pelicans,121,92,1
219,Miami Heat,115,79,Atlanta Hawks,111,81,0
219,Indiana Pacers,101,67,Oklahoma City Thunder,98,76,0
219,Minnesota Timberwolves,104,81,Memphis Grizzlies,109,76,1
219,Toronto Raptors,106,81,Chicago Bulls,116,89,1
219,Charlotte Hornets,98,70,Milwaukee Bucks,95,78,0
219,Houston Rockets,116,81,Phoenix Suns,100,65,0
219,Denver Nuggets,110,77,Sacramento Kings,116,88,1
219,Golden State Warriors,105,79,Portland Trail Blazers,137,104,1
219,San Antonio Spurs,119,85,Los Angeles Lakers,113,75,0
219,Boston Celtics,93,72,Utah Jazz,111,83,1
220,Washington Wizards,94,68,Miami Heat,114,82,1
220,Milwaukee Bucks,117,75,Atlanta Hawks,109,68,0
220,New York Knicks,103,81,Minnesota Timberwolves,95,61,0
220,Golden State Warriors,115,93,LA Clippers,112,84,0
221,Cleveland Cavaliers,115,95,Oklahoma City Thunder,92,73,0
221,New Orleans Pelicans,111,80,Detroit Pistons,106,75,0
221,San Antonio Spurs,118,88,Phoenix Suns,111,82,0
221,Boston Celtics,121,91,Denver Nuggets,101,78,0
221,Indiana Pacers,105,80,Orlando Magic,102,79,0
221,Memphis Grizzlies,85,64,Toronto Raptors,98,74,1
221,Charlotte Hornets,104,86,Brooklyn Nets,96,73,0
221,Philadelphia 76ers,103,80,Dallas Mavericks,129,95,1
221,Los Angeles Lakers,115,81,Chicago Bulls,126,97,1
221,Utah Jazz,111,82,Portland Trail Blazers,115,80,1
222,Detroit Pistons,96,75,Cleveland Cavaliers,88,68,0
222,Indiana Pacers,93,69,Miami Heat,101,70,1
222,Toronto Raptors,122,86,New York Knicks,95,68,0
222,Boston Celtics,122,84,Minnesota Timberwolves,124,93,1
222,Los Angeles Lakers,101,65,Milwaukee Bucks,108,90,1
222,Golden State Warriors,102,76,Atlanta Hawks,92,75,0
222,Phoenix Suns,84,61,LA Clippers,124,90,1
223,Orlando Magic,124,97,Philadelphia 76ers,115,93,0
223,New Orleans Pelicans,89,65,Washington Wizards,109,85,1
223,Houston Rockets,114,83,Utah Jazz,117,79,1
223,Sacramento Kings,114,91,Denver Nuggets,110,77,0
223,Brooklyn Nets,104,82,Portland Trail Blazers,112,85,1
224,New York Knicks,105,80,Indiana Pacers,108,80,1
224,Charlotte Hornets,103,76,Cleveland Cavaliers,114,88,1
224,Philadelphia 76ers,91,61,Detroit Pistons,111,85,1
224,Minnesota Timberwolves,105,86,Toronto Raptors,114,87,1
224,Golden State Warriors,118,80,Miami Heat,112,83,0
224,Los Angeles Lakers,119,84,Memphis Grizzlies,128,97,1
224,Washington Wizards,104,79,Chicago Bulls,109,89,1
224,Oklahoma City Thunder,116,87,Dallas Mavericks,103,81,0
224,Denver Nuggets,87,71,LA Clippers,81,62,0
224,San Antonio Spurs,108,76,Sacramento Kings,92,70,0
225,Golden State Warriors,130,99,Orlando Magic,114,91,0
225,Milwaukee Bucks,107,73,Boston Celtics,112,88,1
225,Oklahoma City Thunder,119,87,New Orleans Pelicans,123,89,1
225,Brooklyn Nets,116,90,Phoenix Suns,106,71,0
225,Houston Rockets,119,86,Portland Trail Blazers,105,93,0
225,San Antonio Spurs,96,65,Utah Jazz,78,57,0
226,Washington Wizards,103,76,Philadelphia 76ers,94,72,0
226,Charlotte Hornets,96,77,Indiana Pacers,95,70,0
226,Orlando Magic,95,69,New York Knicks,108,82,1
226,Cleveland Cavaliers,97,77,Toronto Raptors,99,68,1
226,Chicago Bulls,88,67,Atlanta Hawks,103,79,1
226,Denver Nuggets,116,80,Dallas Mavericks,122,76,1
226,LA Clippers,117,98,Sacramento Kings,107,83,0
226,Memphis Grizzlies,112,90,Los Angeles Lakers,95,71,0
227,Miami Heat,89,70,Boston Celtics,101,72,1
227,Minnesota Timberwolves,112,76,New Orleans Pelicans,110,86,0
227,San Antonio Spurs,104,76,Houston Rockets,94,57,0
227,Portland Trail Blazers,103,79,Chicago Bulls,95,73,0
227,Detroit Pistons,102,80,Milwaukee Bucks,91,73,0
227,Golden State Warriors,121,78,Oklahoma City Thunder,118,83,0
227,Brooklyn Nets,98,70,Utah Jazz,96,61,0
227,Memphis Grizzlies,106,76,Phoenix Suns,111,86,1
228,Cleveland Cavaliers,99,70,Washington Wizards,113,96,1
228,Charlotte Hornets,76,57,Atlanta Hawks,87,68,1
228,Toronto Raptors,101,72,Detroit Pistons,114,89,1
228,Portland Trail Blazers,111,87,Indiana Pacers,102,77,0
228,Philadelphia 76ers,116,87,Orlando Magic,130,102,1
228,Minnesota Timberwolves,101,74,Dallas Mavericks,128,99,1
