Date,Away,Away_Score,Away_3rdQ,Home,Home_Score,Home_3rdQ,Home_Team_Wins
228,Miami Heat,98,69,New York Knicks,81,65,0
229,Indiana Pacers,96,73,Cleveland Cavaliers,100,74,1
229,Philadelphia 76ers,108,82,Washington Wizards,116,79,1
229,Utah Jazz,95,73,Boston Celtics,100,72,1
229,Houston Rockets,121,92,Milwaukee Bucks,128,92,1
229,Memphis Grizzlies,103,71,Denver Nuggets,96,71,0
229,Oklahoma City Thunder,131,94,Sacramento Kings,116,84,0
229,Brooklyn Nets,95,79,LA Clippers,105,81,1
301,Phoenix Suns,92,61,Charlotte Hornets,126,98,1
301,Portland Trail Blazers,104,85,New York Knicks,85,72,0
301,Chicago Bulls,111,82,Miami Heat,129,95,1
301,Orlando Magic,108,81,Dallas Mavericks,121,96,1
301,Brooklyn Nets,101,74,Los Angeles Lakers,107,79,1
301,Atlanta Hawks,105,70,Golden State Warriors,109,75,1
302,Chicago Bulls,89,67,Orlando Magic,102,84,1
302,Charlotte Hornets,119,83,Philadelphia 76ers,99,74,0
302,Portland Trail Blazers,93,67,Boston Celtics,116,91,1
302,Utah Jazz,94,74,Toronto Raptors,104,85,1
302,Sacramento Kings,98,78,Memphis Grizzlies,104,83,1
302,New Orleans Pelicans,95,76,Houston Rockets,100,76,1
302,Washington Wizards,104,85,Minnesota Timberwolves,98,77,0
302,Indiana Pacers,104,73,Milwaukee Bucks,99,63,0
302,Detroit Pistons,81,65,San Antonio Spurs,97,79,1
302,Los Angeles Lakers,107,82,Denver Nuggets,117,83,1
302,Oklahoma City Thunder,98,85,LA Clippers,103,68,1
303,Phoenix Suns,92,68,Miami Heat,108,84,1
303,San Antonio Spurs,94,68,New Orleans Pelicans,86,68,0
303,Sacramento Kings,104,73,Dallas Mavericks,101,69,0
303,Oklahoma City Thunder,106,83,Golden State Warriors,121,82,1
304,Miami Heat,112,84,Philadelphia 76ers,102,77,0
304,Indiana Pacers,101,82,Charlotte Hornets,108,80,1
304,Phoenix Suns,102,84,Orlando Magic,84,66,0
304,Portland Trail Blazers,115,77,Toronto Raptors,117,90,1
304,New York Knicks,104,87,Boston Celtics,105,81,1
304,Washington Wizards,83,63,Cleveland Cavaliers,108,83,1
304,Utah Jazz,88,72,Memphis Grizzlies,94,67,1
304,Minnesota Timberwolves,101,81,Milwaukee Bucks,116,98,1
304,Brooklyn Nets,121,90,Denver Nuggets,120,90,0
304,Atlanta Hawks,106,74,Los Angeles Lakers,77,59,0
305,Utah Jazz,106,84,New Orleans Pelicans,94,70,0
305,Boston Celtics,103,83,Cleveland Cavaliers,120,91,1
305,Indiana Pacers,100,78,Washington Wizards,99,80,0
305,Detroit Pistons,89,70,New York Knicks,102,79,1
305,Brooklyn Nets,118,79,Minnesota Timberwolves,132,97,1
305,Sacramento Kings,94,67,San Antonio Spurs,104,86,1
305,Houston Rockets,100,75,Chicago Bulls,108,83,1
305,Atlanta Hawks,107,80,LA Clippers,97,79,0
306,Golden State Warriors,95,73,Los Angeles Lakers,112,84,1
306,Oklahoma City Thunder,104,84,Milwaukee Bucks,96,79,0
306,Phoenix Suns,109,85,Memphis Grizzlies,100,74,0
306,Dallas Mavericks,114,79,Denver Nuggets,116,77,1
306,Portland Trail Blazers,103,75,Detroit Pistons,123,85,1
306,Philadelphia 76ers,98,69,Miami Heat,103,69,1
306,Houston Rockets,113,77,Toronto Raptors,107,85,0
307,Minnesota Timberwolves,103,75,Charlotte Hornets,108,82,1
307,Memphis Grizzlies,106,82,Cleveland Cavaliers,103,74,0
307,San Antonio Spurs,91,62,Indiana Pacers,99,73,1
307,Sacramento Kings,112,89,New Orleans Pelicans,115,83,1
307,Milwaukee Bucks,90,69,Chicago Bulls,100,73,1
307,LA Clippers,109,83,Dallas Mavericks,90,68,0
307,Orlando Magic,113,77,Golden State Warriors,119,94,1
308,Brooklyn Nets,99,80,Toronto Raptors,104,78,1
308,San Antonio Spurs,116,93,Minnesota Timberwolves,91,68,0
308,Atlanta Hawks,91,66,Utah Jazz,84,57,0
308,New York Knicks,94,68,Denver Nuggets,110,82,1
308,Washington Wizards,109,81,Portland Trail Blazers,116,85,1
308,Orlando Magic,98,77,Los Angeles Lakers,107,84,1
309,Miami Heat,108,85,Milwaukee Bucks,114,80,1
309,New Orleans Pelicans,113,90,Charlotte Hornets,122,99,1
309,Houston Rockets,118,93,Philadelphia 76ers,104,79,0
309,Memphis Grizzlies,96,67,Boston Celtics,116,83,1
309,Detroit Pistons,102,76,Dallas Mavericks,96,74,0
309,LA Clippers,108,83,Oklahoma City Thunder,120,93,1
309,Cleveland Cavaliers,120,89,Sacramento Kings,111,84,0
309,New York Knicks,128,88,Phoenix Suns,97,75,0
309,Utah Jazz,94,63,Golden State Warriors,115,81,1
310,Atlanta Hawks,96,75,Toronto Raptors,104,82,1
310,Chicago Bulls,101,74,San Antonio Spurs,109,84,1
310,Phoenix Suns,98,74,Denver Nuggets,116,82,1
310,Cleveland Cavaliers,120,95,Los Angeles Lakers,108,82,0
311,Brooklyn Nets,89,67,Philadelphia 76ers,95,72,1
311,Detroit Pistons,103,81,Charlotte Hornets,118,88,1
311,Houston Rockets,102,77,Boston Celtics,98,73,0
311,New Orleans Pelicans,114,66,Memphis Grizzlies,121,73,1
311,Minnesota Timberwolves,99,69,Oklahoma City Thunder,96,73,0
311,Miami Heat,118,84,Chicago Bulls,96,81,0
311,Washington Wizards,93,68,Utah Jazz,114,88,1
311,Orlando Magic,107,80,Sacramento Kings,100,75,0
311,New York Knicks,94,74,LA Clippers,101,76,1
311,Portland Trail Blazers,112,86,Golden State Warriors,128,110,1
312,Indiana Pacers,112,83,Dallas Mavericks,105,75,0
312,Detroit Pistons,125,90,Philadelphia 76ers,111,87,0
312,Houston Rockets,109,87,Charlotte Hornets,125,90,1
312,Miami Heat,104,71,Toronto Raptors,112,70,1
312,New Orleans Pelicans,92,71,Milwaukee Bucks,103,77,1
312,Memphis Grizzlies,83,58,Atlanta Hawks,95,71,1
312,Oklahoma City Thunder,85,68,San Antonio Spurs,93,66,1
312,Washington Wizards,100,83,Denver Nuggets,116,75,1
312,Orlando Magic,84,65,Portland Trail Blazers,121,90,1
312,Phoenix Suns,116,95,Golden State Warriors,123,86,1
313,Cleveland Cavaliers,114,91,LA Clippers,90,68,0
313,Indiana Pacers,75,56,Atlanta Hawks,104,89,1
313,Utah Jazz,108,84,Sacramento Kings,99,69,0
313,Milwaukee Bucks,109,78,Brooklyn Nets,100,79,0
313,New York Knicks,90,65,Los Angeles Lakers,87,60,0
314,Detroit Pistons,81,63,Washington Wizards,124,93,1
314,Dallas Mavericks,107,71,Charlotte Hornets,96,65,0
314,Denver Nuggets,119,91,Miami Heat,124,90,1
314,Chicago Bulls,109,84,Toronto Raptors,107,77,0
314,Memphis Grizzlies,81,56,Houston Rockets,130,97,1
314,Portland Trail Blazers,94,72,Oklahoma City Thunder,128,102,1
314,Cleveland Cavaliers,85,66,Utah Jazz,94,66,1
314,Minnesota Timberwolves,104,78,Phoenix Suns,107,76,1
314,New Orleans Pelicans,107,69,Golden State Warriors,125,94,1
315,Boston Celtics,98,70,Indiana Pacers,103,71,1
315,Denver Nuggets,110,79,Orlando Magic,116,85,1
315,Philadelphia 76ers,114,83,Brooklyn Nets,131,100,1
315,Toronto Raptors,107,81,Milwaukee Bucks,89,66,0
315,LA Clippers,87,70,San Antonio Spurs,108,71,1
315,Sacramento Kings,106,79,Los Angeles Lakers,98,67,0
316,Orlando Magic,99,71,Charlotte Hornets,107,92,1
316,Dallas Mavericks,98,68,Cleveland Cavaliers,99,84,1
316,Chicago Bulls,96,74,Washington Wizards,117,92,1
316,Oklahoma City Thunder,130,108,Boston Celtics,109,81,0
316,Atlanta Hawks,118,87,Detroit Pistons,114,88,0
316,Minnesota Timberwolves,114,90,Memphis Grizzlies,108,78,0
316,LA Clippers,122,97,Houston Rockets,106,75,0
316,New Orleans Pelicans,123,98,Sacramento Kings,108,83,0
316,New York Knicks,85,64,Golden State Warriors,121,97,1
317,Washington Wizards,99,73,Philadelphia 76ers,94,61,0
317,Toronto Raptors,101,63,Indiana Pacers,94,60,0
317,Charlotte Hornets,109,82,Miami Heat,106,73,0
317,Denver Nuggets,98,76,Atlanta Hawks,116,87,1
317,Memphis Grizzlies,86,73,Milwaukee Bucks,96,68,1
317,Brooklyn Nets,102,74,Chicago Bulls,118,79,1
317,Portland Trail Blazers,110,78,San Antonio Spurs,118,95,1
317,Phoenix Suns,69,54,Utah Jazz,103,71,1
318,Oklahoma City Thunder,111,85,Philadelphia 76ers,97,68,0
318,Cleveland Cavaliers,109,83,Orlando Magic,103,86,0
318,Sacramento Kings,108,83,Detroit Pistons,115,87,1
318,Boston Celtics,91,74,Toronto Raptors,105,79,1
318,Portland Trail Blazers,117,93,New Orleans Pelicans,112,81,0
318,Minnesota Timberwolves,111,78,Houston Rockets,116,88,1
318,Golden State Warriors,130,94,Dallas Mavericks,112,85,0
318,Phoenix Suns,95,68,Los Angeles Lakers,90,54,0
319,Denver Nuggets,101,78,Charlotte Hornets,93,62,0
319,Oklahoma City Thunder,115,88,Indiana Pacers,111,87,0
319,Brooklyn Nets,103,77,Detroit Pistons,115,77,1
319,New York Knicks,89,66,Washington Wizards,99,76,1
319,Cleveland Cavaliers,101,70,Miami Heat,122,98,1
319,Houston Rockets,97,83,Atlanta Hawks,109,82,1
319,Utah Jazz,85,67,Chicago Bulls,92,79,1
319,LA Clippers,102,75,Memphis Grizzlies,113,85,1
319,Golden State Warriors,79,65,San Antonio Spurs,87,65,1
320,Portland Trail Blazers,120,82,Dallas Mavericks,132,90,1
320,Orlando Magic,100,82,Toronto Raptors,105,80,1
320,Boston Celtics,120,88,Philadelphia 76ers,105,79,0
320,LA Clippers,105,72,New Orleans Pelicans,109,78,1
320,Utah Jazz,94,73,Milwaukee Bucks,85,59,0
320,Sacramento Kings,88,69,New York Knicks,80,65,0
321,Philadelphia 76ers,75,56,Indiana Pacers,91,66,1
321,Denver Nuggets,91,72,Cleveland Cavaliers,124,87,1
321,San Antonio Spurs,88,72,Charlotte Hornets,91,67,1
321,Milwaukee Bucks,91,74,Detroit Pistons,92,65,1
321,Orlando Magic,96,78,Boston Celtics,107,91,1
321,Washington Wizards,117,89,Atlanta Hawks,102,86,0
321,Sacramento Kings,102,81,Chicago Bulls,109,82,1
321,Golden State Warriors,109,89,Minnesota Timberwolves,104,89,0
321,Memphis Grizzlies,103,70,Phoenix Suns,97,73,0
322,Charlotte Hornets,105,67,Brooklyn Nets,100,64,0
322,Houston Rockets,107,77,Oklahoma City Thunder,111,78,1
322,Miami Heat,113,86,New Orleans Pelicans,99,73,0
322,Memphis Grizzlies,100,78,Los Angeles Lakers,107,81,1
323,Atlanta Hawks,122,81,Washington Wizards,101,75,0
323,Toronto Raptors,79,62,Boston Celtics,91,69,1
323,Orlando Magic,102,87,Detroit Pistons,118,96,1
323,New York Knicks,115,92,Chicago Bulls,107,73,0
323,Milwaukee Bucks,104,87,Cleveland Cavaliers,113,91,1
323,Sacramento Kings,104,72,Minnesota Timberwolves,113,84,1
323,Utah Jazz,89,60,Houston Rockets,87,66,0
323,Miami Heat,88,63,San Antonio Spurs,112,88,1
323,Philadelphia 76ers,103,73,Denver Nuggets,104,75,1
323,Los Angeles Lakers,107,74,Phoenix Suns,119,83,1
323,LA Clippers,98,72,Golden State Warriors,114,81,1
323,Dallas Mavericks,103,73,Portland Trail Blazers,109,83,1
324,New Orleans Pelicans,84,61,Indiana Pacers,92,70,1
324,Cleveland Cavaliers,95,83,Brooklyn Nets,104,80,1
324,Chicago Bulls,94,65,New York Knicks,106,80,1
324,Utah Jazz,91,60,Oklahoma City Thunder,113,81,1
324,Portland Trail Blazers,94,65,LA Clippers,96,65,1
325,Minnesota Timberwolves,132,85,Washington Wizards,129,89,0
325,Charlotte Hornets,105,76,Detroit Pistons,112,98,1
325,Milwaukee Bucks,90,71,Atlanta Hawks,101,75,1
325,Toronto Raptors,109,78,Houston Rockets,112,79,1
325,Orlando Magic,97,69,Miami Heat,108,85,1
325,Memphis Grizzlies,104,84,San Antonio Spurs,110,88,1
325,Phoenix Suns,94,67,Sacramento Kings,116,89,1
325,Denver Nuggets,116,83,Los Angeles Lakers,105,77,0
325,Dallas Mavericks,120,89,Golden State Warriors,128,102,1
326,Indiana Pacers,110,93,Brooklyn Nets,120,85,1
326,Toronto Raptors,115,85,New Orleans Pelicans,91,61,0
326,Chicago Bulls,89,71,Orlando Magic,111,89,1
326,Atlanta Hawks,112,83,Detroit Pistons,95,74,0
326,Cleveland Cavaliers,107,89,New York Knicks,93,72,0
326,Utah Jazz,93,60,Minnesota Timberwolves,84,59,0
326,San Antonio Spurs,92,63,Oklahoma City Thunder,111,83,1
326,Charlotte Hornets,115,90,Milwaukee Bucks,91,64,0
326,Boston Celtics,102,81,Phoenix Suns,99,75,0
326,Philadelphia 76ers,105,74,Portland Trail Blazers,108,86,1
327,Denver Nuggets,90,60,LA Clippers,105,77,1
327,Dallas Mavericks,111,79,Sacramento Kings,133,102,1
327,Houston Rockets,101,79,Indiana Pacers,104,81,1
327,Philadelphia 76ers,105,79,Golden State Warriors,117,96,1
327,Washington Wizards,101,77,Los Angeles Lakers,88,59,0
328,Brooklyn Nets,99,75,Miami Heat,110,82,1
328,Oklahoma City Thunder,119,97,Toronto Raptors,100,74,0
328,Phoenix Suns,116,84,Minnesota Timberwolves,121,99,1
328,Atlanta Hawks,102,80,Chicago Bulls,100,71,0
328,San Antonio Spurs,101,81,Memphis Grizzlies,87,68,0
328,New York Knicks,91,64,New Orleans Pelicans,99,68,1
328,Dallas Mavericks,97,72,Denver Nuggets,88,66,0
328,Los Angeles Lakers,75,58,Utah Jazz,123,98,1
328,Sacramento Kings,93,63,Portland Trail Blazers,105,91,1
328,Boston Celtics,90,70,LA Clippers,114,92,1
329,Brooklyn Nets,105,73,Orlando Magic,139,103,1
329,Chicago Bulls,98,84,Indiana Pacers,96,84,0
329,Charlotte Hornets,100,77,Philadelphia 76ers,85,62,0
329,Oklahoma City Thunder,82,57,Detroit Pistons,88,71,1
329,Houston Rockets,106,71,Cleveland Cavaliers,100,84,0
329,Washington Wizards,94,72,Golden State Warriors,102,79,1
330,Atlanta Hawks,97,67,Toronto Raptors,105,89,1
330,Denver Nuggets,109,84,Memphis Grizzlies,105,68,0
330,LA Clippers,99,79,Minnesota Timberwolves,79,53,0
330,Phoenix Suns,94,75,Milwaukee Bucks,105,80,1
330,New Orleans Pelicans,92,55,San Antonio Spurs,100,73,1
330,New York Knicks,89,74,Dallas Mavericks,91,67,1
330,Golden State Warriors,103,63,Utah Jazz,96,69,0
330,Washington Wizards,111,83,Sacramento Kings,120,89,1
330,Miami Heat,100,67,Los Angeles Lakers,102,67,1
331,Orlando Magic,114,89,Indiana Pacers,94,79,0
331,Brooklyn Nets,87,63,Cleveland Cavaliers,107,89,1
331,Chicago Bulls,103,71,Houston Rockets,100,80,0
331,Denver Nuggets,95,78,New Orleans Pelicans,101,77,1
331,LA Clippers,117,97,Oklahoma City Thunder,119,93,1
331,Boston Celtics,109,83,Portland Trail Blazers,116,81,1
401,Philadelphia 76ers,91,66,Charlotte Hornets,100,81,1
401,Brooklyn Nets,91,70,New York Knicks,105,77,1
401,Dallas Mavericks,98,71,Detroit Pistons,89,61,0
401,Cleveland Cavaliers,110,77,Atlanta Hawks,108,71,0
401,Toronto Raptors,99,74,Memphis Grizzlies,95,72,0
401,Orlando Magic,110,85,Milwaukee Bucks,113,84,1
401,Minnesota Timberwolves,85,68,Utah Jazz,98,77,1
401,Miami Heat,112,92,Sacramento Kings,106,76,0
401,Boston Celtics,109,82,Golden State Warriors,106,79,0
401,Washington Wizards,106,77,Phoenix Suns,99,79,0
402,Indiana Pacers,115,74,Philadelphia 76ers,102,77,0
402,Detroit Pistons,94,70,Chicago Bulls,90,65,0
402,Toronto Raptors,95,66,San Antonio Spurs,102,71,1
402,Sacramento Kings,115,84,Denver Nuggets,106,88,0
402,Miami Heat,93,67,Portland Trail Blazers,110,87,1
403,New Orleans Pelicans,106,75,Brooklyn Nets,87,66,0
403,Dallas Mavericks,88,68,Minnesota Timberwolves,78,63,0
403,Charlotte Hornets,103,71,Cleveland Cavaliers,112,86,1
403,Oklahoma City Thunder,110,82,Houston Rockets,118,80,1
403,Washington Wizards,109,73,LA Clippers,114,84,1
403,Utah Jazz,101,74,Phoenix Suns,86,64,0
403,Memphis Grizzlies,107,85,Orlando Magic,119,97,1
403,Chicago Bulls,102,79,Milwaukee Bucks,98,73,0
403,Indiana Pacers,92,74,New York Knicks,87,65,0
403,Portland Trail Blazers,111,89,Golden State Warriors,136,101,1
403,Boston Celtics,107,77,Los Angeles Lakers,100,75,0
405,New Orleans Pelicans,93,73,Philadelphia 76ers,107,88,1
405,Detroit Pistons,89,63,Miami Heat,107,82,1
405,Charlotte Hornets,90,59,Toronto Raptors,96,75,1
405,Phoenix Suns,90,73,Atlanta Hawks,103,70,1
405,Chicago Bulls,92,65,Memphis Grizzlies,108,83,1
405,Cleveland Cavaliers,109,93,Milwaukee Bucks,80,67,0
405,San Antonio Spurs,88,67,Utah Jazz,86,53,0
405,Oklahoma City Thunder,124,107,Denver Nuggets,102,77,0
405,Portland Trail Blazers,115,84,Sacramento Kings,107,80,0
405,Minnesota Timberwolves,124,78,Golden State Warriors,117,86,0
405,Los Angeles Lakers,81,60,LA Clippers,103,84,1
406,Brooklyn Nets,103,75,Washington Wizards,121,88,1
406,Cleveland Cavaliers,109,82,Indiana Pacers,123,96,1
406,Detroit Pistons,108,73,Orlando Magic,104,77,0
406,New Orleans Pelicans,97,73,Boston Celtics,104,76,1
406,Charlotte Hornets,111,81,New York Knicks,97,72,0
406,Houston Rockets,86,71,Dallas Mavericks,88,70,1
406,Oklahoma City Thunder,115,83,Portland Trail Blazers,120,99,1
406,LA Clippers,91,73,Los Angeles Lakers,81,61,0
407,Phoenix Suns,124,89,Houston Rockets,115,90,0
407,Toronto Raptors,87,63,Atlanta Hawks,95,70,1
407,Chicago Bulls,98,69,Miami Heat,106,75,1
407,Minnesota Timberwolves,105,83,Sacramento Kings,97,76,0
407,San Antonio Spurs,101,69,Golden State Warriors,112,87,1
408,Brooklyn Nets,99,64,Charlotte Hornets,113,84,1
408,New York Knicks,109,82,Philadelphia 76ers,102,74,0
408,Miami Heat,109,80,Orlando Magic,112,79,1
408,Washington Wizards,99,84,Detroit Pistons,112,86,1
408,Indiana Pacers,98,66,Toronto Raptors,111,82,1
408,Milwaukee Bucks,109,80,Boston Celtics,124,101,1
408,Los Angeles Lakers,102,67,New Orleans Pelicans,110,87,1
408,Memphis Grizzlies,93,68,Dallas Mavericks,103,74,1
408,San Antonio Spurs,98,72,Denver Nuggets,102,77,1
408,LA Clippers,102,76,Utah Jazz,99,72,0
409,Phoenix Suns,121,85,New Orleans Pelicans,100,67,0
409,Boston Celtics,107,91,Atlanta Hawks,118,93,1
409,Golden State Warriors,100,70,Memphis Grizzlies,99,78,0
409,Cleveland Cavaliers,102,82,Chicago Bulls,105,79,1
409,Minnesota Timberwolves,106,75,Portland Trail Blazers,105,72,0
409,Oklahoma City Thunder,112,84,Sacramento Kings,114,83,1
410,Charlotte Hornets,98,74,Washington Wizards,113,86,1
410,Los Angeles Lakers,110,80,Houston Rockets,130,88,1
410,Dallas Mavericks,91,59,LA Clippers,98,76,1
410,Utah Jazz,100,82,Denver Nuggets,84,62,0
410,Milwaukee Bucks,109,76,Philadelphia 76ers,108,70,0
410,Brooklyn Nets,105,72,Indiana Pacers,129,104,1
410,Orlando Magic,96,69,Miami Heat,118,89,1
410,Golden State Warriors,92,62,San Antonio Spurs,86,61,0
410,Toronto Raptors,93,75,New York Knicks,89,69,0
411,Milwaukee Bucks,98,73,Orlando Magic,107,85,1
411,Atlanta Hawks,94,75,Cleveland Cavaliers,109,90,1
411,Charlotte Hornets,114,94,Boston Celtics,100,72,0
411,Washington Wizards,120,100,Brooklyn Nets,111,98,0
411,Los Angeles Lakers,79,61,Oklahoma City Thunder,112,89,1
411,Chicago Bulls,121,89,New Orleans Pelicans,116,88,0
411,Houston Rockets,129,103,Minnesota Timberwolves,105,74,0
411,Dallas Mavericks,101,71,Utah Jazz,92,64,0
411,Sacramento Kings,105,87,Phoenix Suns,101,72,0
412,New York Knicks,90,70,Indiana Pacers,102,79,1
412,Miami Heat,99,71,Detroit Pistons,93,69,0
412,Philadelphia 76ers,98,74,Toronto Raptors,122,87,1
412,Oklahoma City Thunder,98,72,San Antonio Spurs,102,74,1
412,Memphis Grizzlies,84,64,LA Clippers,110,84,1
413,Sacramento Kings,81,64,Houston Rockets,116,92,1
413,San Antonio Spurs,96,65,Dallas Mavericks,91,67,0
413,New Orleans Pelicans,109,79,Minnesota Timberwolves,144,106,1
413,Toronto Raptors,103,78,Brooklyn Nets,96,66,0
413,Atlanta Hawks,98,76,Washington Wizards,109,84,1
413,Indiana Pacers,97,78,Milwaukee Bucks,92,70,0
413,Detroit Pistons,112,82,Cleveland Cavaliers,110,72,0
413,Philadelphia 76ers,105,73,Chicago Bulls,115,86,1
413,Miami Heat,88,67,Boston Celtics,98,63,1
413,Orlando Magic,103,79,Charlotte Hornets,117,86,1
413,Utah Jazz,96,75,Los Angeles Lakers,101,66,1
413,Memphis Grizzlies,104,81,Golden State Warriors,125,102,1
413,Denver Nuggets,99,79,Portland Trail Blazers,107,87,1
413,LA Clippers,105,75,Phoenix Suns,114,85,1
416,Indiana Pacers,100,70,Toronto Raptors,90,67,0
416,Houston Rockets,78,60,Golden State Warriors,104,82,1
416,Boston Celtics,101,65,Atlanta Hawks,102,72,1
416,Dallas Mavericks,70,51,Oklahoma City Thunder,108,93,1
417,Detroit Pistons,101,78,Cleveland Cavaliers,106,76,1
417,Charlotte Hornets,91,74,Miami Heat,123,97,1
417,Memphis Grizzlies,74,51,San Antonio Spurs,106,81,1
417,Portland Trail Blazers,95,66,LA Clippers,115,81,1
418,Indiana Pacers,87,66,Toronto Raptors,98,74,1
418,Dallas Mavericks,85,59,Oklahoma City Thunder,84,62,0
418,Houston Rockets,106,79,Golden State Warriors,115,86,1
419,Boston Celtics,72,46,Atlanta Hawks,89,61,1
419,Memphis Grizzlies,68,53,San Antonio Spurs,94,70,1
420,Charlotte Hornets,103,78,Miami Heat,115,91,1
420,Detroit Pistons,90,68,Cleveland Cavaliers,107,82,1
420,Portland Trail Blazers,81,61,LA Clippers,102,67,1
421,Oklahoma City Thunder,131,97,Dallas Mavericks,102,78,0
421,Toronto Raptors,101,71,Indiana Pacers,85,59,0
421,Golden State Warriors,96,72,Houston Rockets,97,78,1
422,Cleveland Cavaliers,101,79,Detroit Pistons,91,73,0
422,Atlanta Hawks,103,78,Boston Celtics,111,79,1
422,San Antonio Spurs,96,70,Memphis Grizzlies,87,71,0
423,Toronto Raptors,83,58,Indiana Pacers,100,73,1
423,Miami Heat,80,58,Charlotte Hornets,96,75,1
423,Oklahoma City Thunder,119,89,Dallas Mavericks,108,79,0
423,LA Clippers,88,67,Portland Trail Blazers,96,70,1
424,San Antonio Spurs,116,84,Memphis Grizzlies,95,66,0
424,Golden State Warriors,121,97,Houston Rockets,94,76,0
424,Atlanta Hawks,95,73,Boston Celtics,104,70,1
424,Cleveland Cavaliers,100,81,Detroit Pistons,98,78,0
425,Miami Heat,85,61,Charlotte Hornets,89,69,1
425,Dallas Mavericks,104,83,Oklahoma City Thunder,118,93,1
425,LA Clippers,84,64,Portland Trail Blazers,98,66,1
426,Boston Celtics,83,62,Atlanta Hawks,110,89,1
426,Indiana Pacers,99,90,Toronto Raptors,102,77,1
427,Charlotte Hornets,90,65,Miami Heat,88,71,0
427,Portland Trail Blazers,108,71,LA Clippers,98,71,0
427,Houston Rockets,81,59,Golden State Warriors,114,89,1
428,Atlanta Hawks,104,80,Boston Celtics,92,59,0
429,Miami Heat,97,75,Charlotte Hornets,90,70,0
429,Toronto Raptors,83,64,Indiana Pacers,101,71,1
429,LA Clippers,103,82,Portland Trail Blazers,106,80,1
430,Oklahoma City Thunder,92,66,San Antonio Spurs,124,105,1
501,Portland Trail Blazers,106,73,Golden State Warriors,118,93,1
501,Indiana Pacers,84,64,Toronto Raptors,89,78,1
501,Charlotte Hornets,73,53,Miami Heat,106,83,1
502,Atlanta Hawks,93,70,Cleveland Cavaliers,104,74,1
502,Oklahoma City Thunder,98,77,San Antonio Spurs,97,76,0
503,Miami Heat,102,68,Toronto Raptors,96,63,0
503,Portland Trail Blazers,99,87,Golden State Warriors,110,76,1
504,Atlanta Hawks,98,70,Cleveland Cavaliers,123,106,1
505,Miami Heat,92,65,Toronto Raptors,96,63,1
506,Cleveland Cavaliers,121,85,Atlanta Hawks,108,91,0
506,San Antonio Spurs,100,72,Oklahoma City Thunder,96,69,0
507,Toronto Raptors,95,68,Miami Heat,91,68,0
507,Golden State Warriors,108,80,Portland Trail Blazers,120,93,1
508,Cleveland Cavaliers,100,81,Atlanta Hawks,99,77,0
508,San Antonio Spurs,97,81,Oklahoma City Thunder,111,77,1
509,Toronto Raptors,87,62,Miami Heat,94,60,1
509,Golden State Warriors,132,86,Portland Trail Blazers,125,85,0
510,Oklahoma City Thunder,95,69,San Antonio Spurs,91,72,0
511,Miami Heat,91,62,Toronto Raptors,99,75,1
511,Portland Trail Blazers,121,91,Golden State Warriors,125,93,1
512,San Antonio Spurs,99,65,Oklahoma City Thunder,113,91,1
513,Toronto Raptors,91,72,Miami Heat,103,82,1
515,Miami Heat,89,78,Toronto Raptors,116,86,1
516,Oklahoma City Thunder,108,85,Golden State Warriors,102,88,0
517,Toronto Raptors,84,67,Cleveland Cavaliers,115,95,1
518,Oklahoma City Thunder,91,68,Golden State Warriors,118,88,1
519,Toronto Raptors,89,69,Cleveland Cavaliers,108,86,1
521,Cleveland Cavaliers,84,70,Toronto Raptors,99,80,1
522,Golden State Warriors,105,80,Oklahoma City Thunder,133,117,1
523,Cleveland Cavaliers,99,69,Toronto Raptors,105,78,1
524,Golden State Warriors,94,82,Oklahoma City Thunder,118,94,1
525,Toronto Raptors,78,60,Cleveland Cavaliers,116,100,1
526,Oklahoma City Thunder,111,77,Golden State Warriors,120,81,1
527,Cleveland Cavaliers,113,86,Toronto Raptors,87,74,0
528,Golden State Warriors,108,75,Oklahoma City Thunder,101,83,0
530,Oklahoma City Thunder,88,60,Golden State Warriors,96,71,1
602,Cleveland Cavaliers,89,68,Golden State Warriors,104,74,1
605,Cleveland Cavaliers,77,62,Golden State Warriors,110,82,1
608,Golden State Warriors,90,69,Cleveland Cavaliers,120,89,1
610,Golden State Warriors,108,79,Cleveland Cavaliers,97,77,0
613,Cleveland Cavaliers,112,93,Golden State Warriors,97,84,0
616,Golden State Warriors,101,71,Cleveland Cavaliers,115,80,1
619,Cleveland Cavaliers,93,75,Golden State Warriors,89,76,0
